question,answer,options,correct_option,path,condition
"A 30-year-old woman presents with excessive anxiety, particularly an intense fear of leaving her home and being in public spaces where escape might be difficult. She reports this fear has significantly impacted her ability to work and socialize. What is the most important next step in evaluating her anxiety?",Rule out panic disorder.,"['Start cognitive-behavioral therapy for agoraphobia.', 'Prescribe a benzodiazepine for immediate relief.', 'Rule out panic disorder.', 'Assess for underlying medical conditions that could cause anxiety.', 'Check for a history of psychoactive substance use disorder.']",C,Patient with ANXIETY -> Organic factor -> Consider -> Excessive fear of specific situations -> Agoraphobia without panic disorder -> Rule out panic disorder,anxiety
"A 30-year-old woman presents to your office complaining of anxiety. She reports that the anxiety started a few weeks ago after she was involved in a minor car accident. She is now excessively fearful of driving or being in cars, even as a passenger. She does not experience panic attacks, but she actively avoids any situation that involves cars due to intense fear and embarrassment. What would be the most appropriate initial pharmacological treatment approach?",Adjunctive Benzodiazepine or Beta Blocker,"['Cognitive Behavioral Therapy', 'SSRI medication', 'MAOIs medication', 'Adjunctive Benzodiazepine or Beta Blocker', 'Tricyclic Antidepressants']",D,Patient with ANXIETY -> Recent stressor -> Consider -> Excessive fear of specific situations -> Agoraphobia without panic disorder -> Adjunctive Benzodiazepine or Beta Blocker,anxiety
A 60-year-old woman with a history of hyperthyroidism is diagnosed with osteopenia based on a bone mineral density scan. Which of the following is the MOST appropriate next step in the management of her condition?,Repeat BMD scan in 1-2 years to assess treatment effect.,"['Repeat BMD scan in 1-2 years to assess treatment effect.', 'Initiate bisphosphonate therapy', 'Prescribe high-dose calcium and vitamin D supplements', 'Perform a thyroidectomy', 'Order a serum protein electrophoresis (SPEP)']",A,"Patient with OSTEOPOROSIS/OSTEOPENIA -> History, physical examination -> Bone mineral density scan -> Osteopenia or osteoporosis. Laboratory evaluation -> Hyperthyroidism. Treatment. Repeat BMD scan in 1-2 yr to assess treatment effect",osteoporosis and osteopenia
"A 70-year-old female with a history of a low-impact wrist fracture presents to your office. Her physical exam is unremarkable. A bone mineral density scan reveals a Z score of -2.2. After initial labs, what is the next best step in management?",Perform serum protein electrophoresis and urine protein electrophoresis.,"['Perform serum protein electrophoresis and urine protein electrophoresis.', 'Initiate bisphosphonate therapy.', 'Start PTH injections.', 'Order a repeat bone mineral density scan in one year.', 'Prescribe calcium and vitamin D supplements.']",A,"Patient with OSTEOPOROSIS/OSTEOPENIA -> History, physical examination -> Bone mineral density scan -> Osteopenia or osteoporosis. Laboratory evaluation -> Laboratory test results normal; Z score <2.0. Additional evaluation for secondary causes. Treatment. Repeat BMD scan in 1-2 yr to assess treatment effect",osteoporosis and osteopenia
"A 30-year-old woman presents to the emergency department with fever, hypotension, and a diffuse petechial rash. Which of the following conditions should be highly suspected, prompting further investigation for other severe diseases?",Pneumococcal sepsis,"['Meningococcal meningitis', 'Rocky Mountain spotted fever', 'Dengue hemorrhagic fever', 'Pneumococcal sepsis', 'Bacterial sepsis']",D,Evaluation and management of suspected toxic shock syndrome -> Petechiae/purpura -> Pneumococcal sepsis,toxic shock syndromes
"A 23-year-old woman presents to the emergency department with fever, hypotension, and a diffuse petechial rash. She reports using tampons. After evaluation of toxic shock syndrome, what other severe diseases should be considered, especially if purpura or petechiae are present?",Rocky Mountain spotted fever,"['Disseminated intravascular coagulation (DIC)', 'Rocky Mountain spotted fever', 'Leptospirosis', 'Dengue hemorrhagic fever', 'Meningococcal meningitis']",B,Evaluation and management of suspected toxic shock syndrome -> Petechiae/purpura -> Rocky Mountain spotted fever,toxic shock syndromes
"A 25-year-old female presents to the emergency department with fever, hypotension, and a diffuse rash. Physical examination reveals purpura and petechiae. Which of the following conditions should be considered in the differential diagnosis, beyond toxic shock syndrome?",Leptospirosis,"['Leptospirosis', 'Meningococcal meningitis', 'Disseminated intravascular coagulation (DIC)', 'Rocky Mountain spotted fever (RMSF)', 'Dengue hemorrhagic fever']",A,Evaluation and management of suspected toxic shock syndrome -> Petechiae/purpura -> Leptospirosis,toxic shock syndromes
"A 32-year-old woman who is 1 week postpartum presents with fever, hypotension, and a diffuse sunburn-like rash. Physical examination reveals a recent episiotomy site with mild erythema but no obvious purulence. Which of the following is the MOST appropriate next step in the management of this patient?",Rapid surgical debridement of the episiotomy site.,"['Rapid surgical debridement of the episiotomy site.', 'Obtaining blood cultures and awaiting sensitivities before initiating antibiotics.', 'Initiation of broad-spectrum antibiotics including clindamycin and vancomycin.', 'Performing a gynecologic examination to rule out retained products of conception.', 'Administering intravenous fluids and vasopressors to stabilize blood pressure.']",A,Evaluation and management of suspected toxic shock syndrome -> Toxic shock management -> Surgical wound debridement and/or removal of foreign bodies,toxic shock syndromes
"A 30-year-old woman presents to the emergency department with fever, hypotension, and a diffuse sunburn-like rash. She reports using tampons. After examination and initial resuscitation, which of the following is the MOST appropriate next step in her management?",Initiate clindamycin and vancomycin,"['Initiate clindamycin and vancomycin', 'Administer vasopressors to maintain blood pressure', 'Administer intravenous fluids and monitor blood pressure', 'Perform a thorough gynecologic examination to remove any retained tampons', 'Obtain blood cultures and start broad-spectrum antibiotics']",A,"Evaluation and management of suspected toxic shock syndrome -> Toxic shock management -> Antibiotics (clindamycin, vancomycin, penicillin)",toxic shock syndromes
"A 25-year-old female presents to the emergency department with fever, hypotension, and a diffuse sunburn-like rash. She reports using tampons. After initial resuscitation and antibiotic administration, which of the following is the MOST appropriate next step in managing her suspected toxic shock syndrome?",Administer IV immunoglobulins.,"['Order a CT scan of the abdomen to rule out other sources of infection.', 'Administer IV immunoglobulins.', 'Initiate vasopressor support.', 'Perform a lumbar puncture to rule out meningitis.', 'Consult infectious disease for alternative antibiotic regimens.']",B,Evaluation and management of suspected toxic shock syndrome -> Toxic shock management -> +IV immunoglobulins,toxic shock syndromes
"A 24-year-old male presents with acute conjunctivitis and mucopurulent discharge in his left eye. Based on these findings, which of the following is the most appropriate next step in managing his condition?",Refer the patient to ophthalmology for further evaluation.,"['Recommend frequent flushing with artificial tears and warm compresses.', 'Prescribe antibacterial drops QID for 1 week.', 'Prescribe topical antihistamine/vasoconstrictor drops QID.', 'Refer the patient to ophthalmology for further evaluation.', 'Advise on meticulous hygiene and cool compresses for potential viral conjunctivitis.']",D,Start of diagnosis -> Acute conjunctivitis -> Mucopurulent discharge -> Bacterial conjunctivitis -> Refer to ophtalmology,conjunctivitis
"A 45-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the emergency department with a persistent cough and shortness of breath for 2 weeks. A chest X-ray is performed and comes back normal. However, his oxygen saturation is 88% on room air. After initial assessment, no clear cause of his respiratory distress is identified. What is the MOST appropriate next step in management?","Pursue tissue diagnosis via bronchoscopy with transbronchial biopsy, VATS, or open lung biopsy.","['Initiate empiric antibiotic therapy for community-acquired pneumonia.', 'Prescribe a course of oral corticosteroids.', 'Perform a CT scan of the chest with contrast.', 'Pursue tissue diagnosis via bronchoscopy with transbronchial biopsy, VATS, or open lung biopsy.', 'Start empiric treatment for Pneumocystis jirovecii pneumonia (PCP).']",D,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Cause identified? -> No -> Pursue tissue diagnosis. Bronchoscopy with transbronchial biopsy. Video-assisted thorascopic surgery (VATS). Open lung biopsy",respiratory symptoms in hiv-infected patients
"A 45-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the emergency department with a persistent cough and shortness of breath. A chest X-ray reveals a pulmonary infiltrate. After the X-ray, what is the MOST appropriate next step in managing this patient?",Provide appropriate treatment,"['Perform bronchoscopy with bronchoalveolar lavage', 'Prescribe a course of oral corticosteroids', 'Obtain sputum samples for Gram stain, culture, and AFB smear', 'Provide appropriate treatment', 'Start empiric antibiotic therapy for community-acquired pneumonia']",D,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Abnormal -> Cause identified? -> Yes -> Provide appropriate treatment",respiratory symptoms in hiv-infected patients
A 34-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the clinic with a persistent cough and shortness of breath for the past three weeks. A chest X-ray reveals focal infiltrates. What is the most likely diagnosis?,PCP,"['Bacterial pneumonia', 'PCP', 'Community-acquired pneumonia', 'Fungal pneumonia', 'Tuberculosis']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Focal infiltrates -> Subacute presentation -> PCP",respiratory symptoms in hiv-infected patients
