ID,question,answer,options,correct_option,path,condition,label,modifications
351,"A 25-year-old female presents to the emergency department with fever, hypotension, and a diffuse sunburn-like rash. She reports using tampons. After initial resuscitation and antibiotic administration, which of the following is the MOST appropriate next step in managing her suspected toxic shock syndrome?",Administer IV immunoglobulins.,"['Order a CT scan of the abdomen to rule out other sources of infection.', 'Administer IV immunoglobulins.', 'Initiate vasopressor support.', 'Perform a lumbar puncture to rule out meningitis.', 'Consult infectious disease for alternative antibiotic regimens.']",B,Evaluation and management of suspected toxic shock syndrome -> Toxic shock management -> +IV immunoglobulins,toxic shock syndromes,0,No changes
352,"A 24-year-old male presents with acute conjunctivitis and mucopurulent discharge in his left eye. Based on these findings, which of the following is the most appropriate next step in managing his condition?",Refer the patient to ophthalmology for further evaluation.,"['Recommend frequent flushing with artificial tears and warm compresses.', 'Prescribe antibacterial drops QID for 1 week.', 'Prescribe topical antihistamine/vasoconstrictor drops QID.', 'Refer the patient to ophthalmology for further evaluation.', 'Advise on meticulous hygiene and cool compresses for potential viral conjunctivitis.']",D,Start of diagnosis -> Acute conjunctivitis -> Mucopurulent discharge -> Bacterial conjunctivitis -> Refer to ophtalmology,conjunctivitis,0,No changes
353,"A 45-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the emergency department with a persistent cough and shortness of breath for 2 weeks. A chest X-ray is performed and comes back normal. However, his oxygen saturation is 88% on room air. After initial assessment, no clear cause of his respiratory distress is identified. What is the MOST appropriate next step in management?","Pursue tissue diagnosis via bronchoscopy with transbronchial biopsy, VATS, or open lung biopsy.","['Initiate empiric antibiotic therapy for community-acquired pneumonia.', 'Prescribe a course of oral corticosteroids.', 'Perform a CT scan of the chest with contrast.', 'Pursue tissue diagnosis via bronchoscopy with transbronchial biopsy, VATS, or open lung biopsy.', 'Start empiric treatment for Pneumocystis jirovecii pneumonia (PCP).']",D,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Cause identified? -> No -> Pursue tissue diagnosis. Bronchoscopy with transbronchial biopsy. Video-assisted thorascopic surgery (VATS). Open lung biopsy",respiratory symptoms in hiv-infected patients,0,No changes
354,"A 45-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the emergency department with a persistent cough and shortness of breath. A chest X-ray reveals a pulmonary infiltrate. After the X-ray, what is the MOST appropriate next step in managing this patient?",Provide appropriate treatment,"['Perform bronchoscopy with bronchoalveolar lavage', 'Prescribe a course of oral corticosteroids', 'Obtain sputum samples for Gram stain, culture, and AFB smear', 'Provide appropriate treatment', 'Start empiric antibiotic therapy for community-acquired pneumonia']",D,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Abnormal -> Cause identified? -> Yes -> Provide appropriate treatment",respiratory symptoms in hiv-infected patients,0,No changes
355,A 34-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the clinic with a persistent cough and shortness of breath for the past three weeks. A chest X-ray reveals focal infiltrates. What is the most likely diagnosis?,Bacterial pneumonia,"['Bacterial pneumonia', 'PCP', 'Community-acquired pneumonia', 'Fungal pneumonia', 'Tuberculosis']",A,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Focal infiltrates -> Subacute presentation -> Bacterial pneumonia",respiratory symptoms in hiv-infected patients,1,Changed the correct answer from B to A
356,"A 34-year-old HIV-positive male with a CD4 count of 400 cells/mm3 presents with a persistent cough and shortness of breath that has gradually worsened over the past few weeks. A chest X-ray reveals diffuse infiltrates. Given this subacute presentation, what is the MOST appropriate next step in evaluating the etiology of the patient's respiratory symptoms?",Obtain sputum samples for AFB smear and culture.,"['Order a high-resolution CT scan of the chest.', 'Perform bronchoscopy with bronchoalveolar lavage.', 'Obtain sputum samples for AFB smear and culture.', 'Prescribe a course of corticosteroids to reduce inflammation.', 'Initiate empiric antibiotic therapy for community-acquired pneumonia.']",C,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Diffuse infiltrates -> Subacute presentation -> Mycobacteria",respiratory symptoms in hiv-infected patients,0,No changes
357,"A 35-year-old HIV-infected patient with a CD4 count of 400 cells/ml presents with a subacute onset of fever, dyspnea, and a non-productive cough. A chest X-ray reveals diffuse interstitial infiltrates. Given the patient's presentation and immune status, what is the most likely etiology of their respiratory symptoms?",Pneumocystis jiroveci pneumonia (PCP),"['Tuberculosis (TB)', 'Community-acquired bacterial pneumonia', 'Kaposi\'s sarcoma', 'Pneumocystis jiroveci pneumonia (PCP)', 'Endemic fungi']",D,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Diffuse infiltrates -> Subacute presentation -> PCP",respiratory symptoms in hiv-infected patients,1,Changed the correct answer from E to D
358,"A 35-year-old HIV-positive patient with a CD4 count of 400 cells/mm³ presents with a persistent cough and shortness of breath that has developed gradually over the past few weeks. A chest X-ray reveals focal infiltrates. Given the subacute presentation and the patient's HIV status, which of the following is the MOST likely underlying cause?",Tuberculosis (TB),"['Viral pneumonia', 'Tuberculosis (TB)', 'Community-acquired bacterial pneumonia', 'Endemic fungi', 'Pneumocystis jirovecii pneumonia (PCP)']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Focal infiltrates -> Subacute presentation -> Tuberculosis",respiratory symptoms in hiv-infected patients,1,Changed the correct answer from D to B
359,A 34-year-old HIV-positive man with a CD4 count of 400 cells/mm3 presents to the emergency department with a persistent cough and shortness of breath that has gradually worsened over the past three weeks. A chest X-ray reveals diffuse interstitial infiltrates. What is the most likely next step in evaluating this patient?,Start empiric therapy for Pneumocystis jiroveci pneumonia (PCP).,"['Start empiric therapy for Pneumocystis jiroveci pneumonia (PCP).', 'Obtain induced sputum for Pneumocystis jiroveci pneumonia (PCP) testing.', 'Perform a CT scan of the chest to rule out pulmonary embolism.', 'Initiate empiric antibiotic therapy for community-acquired pneumonia.', 'Consider testing for Toxoplasma gondii infection.']",A,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Diffuse infiltrates -> Subacute presentation -> PCP",respiratory symptoms in hiv-infected patients,1,Changed the correct answer from E to A
360,"A 34-year-old HIV-positive man with a CD4 count of 400 cells/mm³ presents with a persistent cough and shortness of breath that has gradually worsened over the past two weeks. A chest X-ray reveals focal infiltrates. What is the most likely diagnosis, considering the subacute presentation?",Tuberculosis,"['Fungal infection', 'Bacterial pneumonia', 'Tuberculosis', 'Toxoplasmosis', 'Pneumocystis pneumonia']",C,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Focal infiltrates -> Subacute presentation -> Tuberculosis",respiratory symptoms in hiv-infected patients,1,Changed the correct answer from D to C
361,"A 34-year-old HIV-positive male with a CD4 count of 400 cells/ml presents with a persistent dry cough and shortness of breath for several weeks. A chest X-ray reveals focal infiltrates. Given the subacute presentation, which of the following is the most likely diagnosis?",Lymphocytic interstitial pneumonitis,"['Pneumocystis pneumonia', 'Lymphocytic interstitial pneumonitis', 'Bacterial pneumonia', 'Tuberculosis', 'Kaposi's sarcoma']",B,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Focal infiltrates -> Subacute presentation -> LIP",respiratory symptoms in hiv-infected patients,0,No changes
362,"A 45-year-old HIV-positive man with a CD4 count of 400 cells/mm³ presents with a persistent cough and shortness of breath that has gradually worsened over the past few weeks. A chest X-ray reveals diffuse interstitial infiltrates. Given his subacute presentation, which of the following opportunistic infections is most likely?",Pneumocystis jiroveci pneumonia (PCP),"['Pneumocystis jiroveci pneumonia (PCP)', 'Cytomegalovirus (CMV)', 'Streptococcus pneumoniae', 'Kaposi's sarcoma', 'Mycobacterium tuberculosis']",A,"HIV-Infected Patient with RESPIRATORY COMPLAINTS -> If TB risk factors, observe routine infection-control practices during evaluation -> HIV+ with CD4 count >350 cells/ml -> CXR -> Normal -> Assess gas exchange -> Abnormal -> Diffuse infiltrates -> Subacute presentation -> PCP",respiratory symptoms in hiv-infected patients,1,Changed the correct answer from B to A
