question,answer,options,correct_option,path,condition
"A 68-year-old male undergoing chemotherapy for leukemia develops fever and chills 30 minutes into a red blood cell transfusion. The transfusion is immediately stopped. Re-verification of patient and unit identification confirms accuracy. A fresh blood sample is sent to the blood bank, and the direct antiglobulin test (DAT) is negative. There is no visible hemolysis in the plasma sample. If the reaction occurred more than 24 hours after transfusion, what is the MOST appropriate next step in management?","Maintain blood pressure and renal perfusion with intravenous fluids, considering diuretics as needed.","['Administer acetaminophen for fever and continue the transfusion at a slower rate.', 'Administer intravenous diphenhydramine and restart the transfusion if symptoms resolve.', 'Administer epinephrine and prepare for possible intubation due to anaphylaxis.', 'Maintain blood pressure and renal perfusion with intravenous fluids, considering diuretics as needed.', 'Monitor the patient's CBC and renal status, providing supportive care as needed.']",D,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> If >24 hr after transfusion, delayed hemolytic transfusion reaction -> Maintain BP and renal perfusion. IVF ± diuretics",transfusion reactions
"A 55-year-old female with a history of multiple myeloma develops a fever of 39°C and rigors approximately 1 hour after the start of a platelet transfusion. The transfusion is immediately stopped. The patient's identity and the unit number are re-verified and found to be correct. A fresh blood sample is sent to the blood bank for analysis, and the direct antiglobulin test (DAT) is negative with no visible hemolysis. What is the MOST appropriate next step?",Obtain blood cultures and initiate empiric broad-spectrum antibiotics.,"['Administer acetaminophen and monitor the patient for further signs of deterioration.', 'Administer intravenous diphenhydramine and restart the transfusion at a slower rate.', 'Obtain blood cultures and initiate empiric broad-spectrum antibiotics.', 'Order a chest X-ray to rule out transfusion-related acute lung injury (TRALI).', 'Administer intravenous normal saline for hydration and diuresis.']",C,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Fever present -> Sepsis (usually from platelet unit) -> Blood culturing. Empiric antibiotics",transfusion reactions
"A 60-year-old female undergoing chemotherapy for breast cancer develops a fever of 38.5°C approximately 2 hours into a packed red blood cell transfusion. The transfusion is stopped, and the patient's identity and unit number are verified. A fresh blood sample is sent to the blood bank, and the DAT is negative with no visible hemolysis. Blood cultures are negative after 48 hours. What is the MOST appropriate next step in management?","Administer acetaminophen for the fever, and consider using leukoreduced blood products for future transfusions if reactions recur.","['Administer acetaminophen for the fever, and consider using leukoreduced blood products for future transfusions if reactions recur.', 'Restart the transfusion at a slower rate after administering an antihistamine.', 'Administer intravenous antibiotics to cover potential bacterial contamination.', 'Order a chest X-ray to rule out transfusion-related acute lung injury (TRALI).', 'Administer intravenous fluids and monitor urine output to prevent renal failure.']",A,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Fever present -> No sepsis -> Febrile nonhemolytic reaction -> Acetaminophen. Leukoreduced blood products if recurrent reaction",transfusion reactions
"A 42-year-old male undergoing surgery develops hives and itching 15 minutes after a red blood cell transfusion is started. The transfusion is immediately stopped. The patient's identity and unit number are verified. A fresh blood sample is sent to the blood bank, and the DAT is negative with no visible hemolysis. The patient's vital signs are stable, and he denies any difficulty breathing or chest pain. What is the MOST appropriate next step?","Administer an antihistamine, such as diphenhydramine.","['Administer an antihistamine, such as diphenhydramine.', 'Administer epinephrine intramuscularly.', 'Administer intravenous corticosteroids.', 'Restart the transfusion at a slower rate.', 'Order a chest X-ray to rule out TRALI.']",A,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Allergic reaction -> Mild -> Antihistamines",transfusion reactions
"A 28-year-old female receiving a plasma transfusion suddenly develops shortness of breath, wheezing, and hypotension. The transfusion is immediately stopped. Re-verification confirms correct patient and unit identification. A fresh sample is sent to the blood bank, and the DAT is negative with no visible hemolysis. What is the MOST appropriate initial treatment?",Administer epinephrine intramuscularly.,"['Administer intravenous normal saline bolus.', 'Administer epinephrine intramuscularly.', 'Administer acetaminophen.', 'Administer intravenous furosemide.', 'Restart the transfusion at a slower rate after administering an antihistamine.']",B,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> Allergic reaction -> Anaphylaxis -> Epinephrine. Steroids. Antihistamines",transfusion reactions
"A 70-year-old male undergoing coronary artery bypass graft (CABG) develops acute hypoxemia and bilateral pulmonary infiltrates on chest X-ray 4 hours after receiving a plasma transfusion. The patient's cardiac filling pressures are normal. The transfusion is stopped, and the patient's identity and unit number are re-verified. A fresh blood sample is sent to the blood bank, and the DAT is negative with no visible hemolysis. After initiating supportive care, what is the next MOST appropriate step?",Request a workup by the blood bank to investigate potential TRALI.,"['Administer intravenous furosemide to treat presumed fluid overload.', 'Request a workup by the blood bank to investigate potential TRALI.', 'Administer intravenous antibiotics to treat possible sepsis.', 'Administer intravenous antihistamines to treat a possible allergic reaction.', 'Obtain blood cultures to evaluate for bacteremia.']",B,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> TRALI. Acute hypoxemia, bilateral lung infiltrates, no congestive heart failure -> Supportive care -> Request workup by blood bank",transfusion reactions
"A 5-year-old boy with severe combined immunodeficiency (SCID) requires a red blood cell transfusion. The patient has not had any previous transfusions. To minimize the risk of a specific, potentially fatal complication, what modification to the blood product is MOST important?",Irradiation of the blood product.,"['Leukoreduction of the blood product.', 'Irradiation of the blood product.', 'Washing of the blood product.', 'Using only CMV-negative blood products.', 'Administering intravenous immunoglobulin prior to transfusion.']",B,"Patient with TRANSFUSION REACTIONS -> Stop transfusion, notify blood bank. Reconfirm patient identity, check unit ID. Fresh sample plus remaining unit to blood bank -> DAT negative. No visible hemolysis -> Hemolytic reaction excluded -> TA-GVHD -> Prevent with irradiated blood products",transfusion reactions
A 35-year-old male is bitten on the hand by a snake he believes to be non-venomous while hiking. He presents to the emergency department with mild pain and less than 1 inch of erythema around the bite site. There are no systemic symptoms or lab abnormalities noted within the first 12 hours. What is the MOST appropriate next step in management?,Observe the patient.,"['Administer antivenin immediately.', 'Obtain a complete blood count, electrolyte analysis, and coagulation studies.', 'Observe the patient.', 'Apply a constricting band proximal to the bite.', 'Perform a skin test for antivenin hypersensitivity.']",C,"Root node representing the condition of snake venom poisoning -> Assess patient history, identify snake if possible, provide supportive care, wound care, and extremity immobilization -> Determine the severity of envenomation (Minimal, Moderate, Severe) -> Observe patient",snake venom poisoning
"A 40-year-old male presents to the emergency department after being bitten by a rattlesnake. He has severe pain, spreading erythema, petechiae, and some systemic symptoms. After establishing IV access, administering IV fluids, and ordering initial labs, what is the MOST appropriate next step?",Perform a skin test to assess for potential allergic reaction to antivenin.,"['Administer a full dose of antivenin immediately without any testing.', 'Apply a tourniquet proximal to the bite site to prevent venom spread.', 'Perform a skin test to assess for potential allergic reaction to antivenin.', 'Consult with a medical toxicologist for further guidance.', 'Prepare for possible fasciotomy to relieve compartment syndrome.']",C,"Root node representing the condition of snake venom poisoning -> Assess patient history, identify snake if possible, provide supportive care, wound care, and extremity immobilization -> Determine the severity of envenomation (Minimal, Moderate, Severe) -> Proceed with further medical intervention -> Establish IV access, administer IV fluids, and conduct complete laboratory testing -> Perform a skin test to assess potential allergic reaction to antivenin -> Administer antivenin if the skin test is negative or if the benefits outweigh the risks -> Monitor for allergic reactions and administer appropriate treatment if necessary",snake venom poisoning
"A 50-year-old man is bitten by a copperhead snake. He has moderate pain, 3 inches of erythema, but no systemic or lab abnormalities. After IV access and labs, a skin test is performed with a 12mm wheal and flare. What is the next step?",Administer antivenin with caution.,"['Administer epinephrine and avoid antivenin.', 'Administer antihistamines and observe.', 'Administer antivenin with caution.', 'Administer steroids and monitor.', 'Apply a pressure immobilization bandage.']",C,"Root node representing the condition of snake venom poisoning -> Assess patient history, identify snake if possible, provide supportive care, wound care, and extremity immobilization -> Determine the severity of envenomation (Minimal, Moderate, Severe) -> Proceed with further medical intervention -> Establish IV access, administer IV fluids, and conduct complete laboratory testing -> Perform a skin test to assess potential allergic reaction to antivenin -> Administer antivenin if the skin test is negative or if the benefits outweigh the risks -> Monitor for allergic reactions and administer appropriate treatment if necessary",snake venom poisoning
